,HourlyDryBulbTemperature,HourlyVisibility,HourlyWindSpeed,HourlyWindDirection,HourlyPrecipitation
2023-01-02 00:56:00,0.26,1.0,0.09502262443438914,0.2902902902902903,0.0
2023-01-02 01:26:00,0.25,1.0,0.08144796380090497,0.21521521521521522,0.0
2023-01-02 01:56:00,0.24000000000000005,1.0,0.06787330316742081,0.14014014014014015,0.0
2023-01-02 02:26:00,0.2216666666666667,1.0,0.09276018099547512,0.17017017017017017,0.0
2023-01-02 02:56:00,0.20333333333333337,1.0,0.11764705882352941,0.2002002002002002,0.0
2023-01-02 03:26:00,0.21166666666666673,1.0,0.09276018099547512,0.23023023023023026,0.0
2023-01-02 03:56:00,0.22000000000000006,1.0,0.06787330316742081,0.2602602602602603,0.0
2023-01-02 03:58:00,0.22000000000000006,1.0,0.06787330316742081,0.2602602602602603,0.0
2023-01-02 04:00:00,0.22000000000000006,1.0,0.06787330316742081,0.2602602602602603,0.0
2023-01-02 04:28:00,0.24000000000000005,1.0,0.033936651583710405,0.2602602602602603,0.0
2023-01-02 04:56:00,0.26,1.0,0.0,0.2602602602602603,0.0
