,system:time_start,NDVI,fitted,NDVI_normalized
2024-05-31 15:30:00,,0.6850887563244435,0.6979729872056041,0.9391892970121526
2024-05-31 16:00:00,,0.6850863228139485,0.6979737278392331,0.9391949078729778
2024-05-31 16:30:00,,0.6850839557806644,0.6979744482406673,0.9392003654596013
2024-05-31 17:00:00,,0.6850816534218322,0.6979751489585727,0.9392056739285818
2024-05-31 17:30:00,,0.6850794139828659,0.6979758305269539,0.9392108373254082
2024-05-31 18:00:00,,0.6850772357561025,0.697976493465534,0.9392158595873792
2024-05-31 18:30:00,,0.6850751170795852,0.6979771382801262,0.9392207445464108
2024-05-31 19:00:00,,0.6850730563358747,0.6979777654629946,0.9392254959317777
2024-05-31 19:30:00,,0.6850710519508886,0.6979783754932077,0.9392301173727865
2024-05-31 20:00:00,,0.6850691023927714,0.6979789688369826,0.9392346124013835
2024-05-31 20:30:00,,0.6850672061707905,0.6979795459480203,0.9392389844546991
2024-05-31 21:00:00,,0.6850653618342605,0.6979801072678338,0.9392432368775286
2024-05-31 21:30:00,,0.6850635679714931,0.6979806532260673,0.9392473729247524
2024-05-31 22:00:00,,0.6850618232087747,0.6979811842408077,0.9392513957636948
2024-05-31 22:30:00,,0.6850601262093673,0.6979817007188882,0.9392553084764258
2024-05-31 23:00:00,,0.6850584756725366,0.6979822030561845,0.9392591140620039
2024-05-31 23:30:00,,0.6850568703326027,0.6979826916379035,0.9392628154386633
2024-06-01 00:00:00,,0.685,0.698,0.9393939393939393
2024-06-01 00:30:00,,0.685,0.6980098904926265,0.9394688673683829
2024-06-01 01:00:00,,0.685,0.6980102513730309,0.9394716013108405
2024-06-01 01:30:00,,0.685,0.698010625386033,0.9394744347426743
2024-06-01 02:00:00,,0.685,0.6980110130069288,0.9394773712646128
2024-06-01 02:30:00,,0.685,0.6980114147280232,0.9394804146062362
2024-06-01 03:00:00,,0.685,0.6980118310592233,0.9394835686304792
2024-06-01 03:30:00,,0.685,0.6980122625286531,0.9394868373382814
2024-06-01 04:00:00,,0.685,0.6980127096832878,0.9394902248733928
2024-06-01 04:30:00,,0.685,0.6980131730896082,0.9394937355273353
2024-06-01 05:00:00,,0.685,0.6980136533342777,0.9394973737445281
2024-06-01 05:30:00,,0.685,0.6980141510248405,0.9395011441275798
2024-06-01 06:00:00,,0.685,0.698014666790443,0.9395050514427506
2024-06-01 06:30:00,,0.685,0.6980152012825782,0.939509100625593
2024-06-01 07:00:00,,0.685,0.6980157551758538,0.9395132967867711
2024-06-01 07:30:00,,0.685,0.6980163291687849,0.9395176452180676
2024-06-01 08:00:00,,0.685,0.6980169239846125,0.9395221513985795
2024-06-01 08:30:00,,0.685,0.6980175403721466,0.939526821001111
2024-06-01 09:00:00,,0.685,0.6980181791066369,0.9395316598987649
2024-06-01 09:30:00,,0.685,0.6980188409906697,0.9395366741717406
2024-06-01 10:00:00,,0.685,0.698019526855093,0.9395418701143414
2024-06-01 10:30:00,,0.685,0.69802023755997,0.9395472542421975
2024-06-01 11:00:00,,0.685,0.6980209739955614,0.9395528332997078
2024-06-01 11:30:00,,0.685,0.6980217370833374,0.9395586142677079
2024-06-01 12:00:00,,0.685,0.6980225277770203,0.9395646043713666
2024-06-01 12:30:00,,0.685,0.6980233470636579,0.9395708110883173
2024-06-01 13:00:00,,0.685,0.6980241959647278,0.9395772421570285
2024-06-01 13:30:00,,0.685,0.6980250755372752,0.9395839055854182
2024-06-01 14:00:00,,0.685,0.6980259868750823,0.9395908096597153
2024-06-01 14:30:00,,0.685,0.6980269311098719,0.939597962953575
2024-06-01 15:00:00,,0.685,0.6980279094125433,0.9396053743374501
2024-06-01 15:30:00,,0.685,0.6980289229944453,0.9396130529882224
2024-06-01 16:00:00,,0.685,0.6980299731086811,0.9396210083990995
2024-06-01 16:30:00,,0.685,0.6980310610514507,0.9396292503897784
2024-06-01 17:00:00,,0.685,0.6980321881634283,0.9396377891168811
2024-06-01 17:30:00,,0.685,0.6980333558311754,0.9396466350846627
2024-06-01 18:00:00,,0.685,0.6980345654885916,0.939655799155997
2024-06-01 18:30:00,,0.685,0.6980358186184004,0.9396652925636397
2024-06-01 19:00:00,,0.685,0.698037116753674,0.9396751269217724
2024-06-01 19:30:00,,0.685,0.698038461479393,0.9396853142378261
2024-06-01 20:00:00,,0.685,0.6980398544340456,0.9396958669245878
2024-06-01 20:30:00,,0.685,0.6980412973112616,0.939706797812588
2024-06-01 21:00:00,,0.685,0.6980427918614854,0.9397181201627685
2024-06-01 21:30:00,,0.685,0.6980443398936845,0.9397298476794289
2024-06-01 22:00:00,,0.685,0.6980459432770956,0.9397419945234514
2024-06-01 22:30:00,,0.685,0.6980476039430051,0.939754575325797
2024-06-01 23:00:00,,0.685,0.6980493238865678,0.9397676052012718
2024-06-01 23:30:00,,0.685,0.6980511051686575,0.9397810997625571
2024-06-02 00:00:00,,0.685,0.6980529499177535,0.9397950751344961
2024-06-02 00:30:00,,0.685,0.6980548603318593,0.9398095479686311
2024-06-02 01:00:00,,0.685,0.6980568386804533,0.9398245354579796
2024-06-02 01:30:00,,0.685,0.6980588873064695,0.9398400553520415
2024-06-02 02:00:00,,0.685,0.6980610086283071,0.9398561259720236
2024-06-02 02:30:00,,0.685,0.6980632051418671,0.9398727662262666
2024-06-02 03:00:00,,0.685,0.6980654794226138,0.9398899956258622
2024-06-02 03:30:00,,0.685,0.6980678341276578,0.9399078343004388
2024-06-02 04:00:00,,0.685,0.698070271997861,0.9399263030140984
2024-06-02 04:30:00,,0.685,0.6980727958599556,0.9399454231814824
2024-06-02 05:00:00,,0.685,0.6980754086286801,0.9399652168839407
2024-06-02 05:30:00,,0.685,0.6980781133089228,0.9399857068857791
2024-06-02 06:00:00,,0.685,0.6980809129978729,0.9400069166505521
2024-06-02 06:30:00,,0.685,0.6980838108871732,0.9400288703573733
